source,author,title,description,url,publishedAt,content,Negative,Nuetral,Positive,Date,Stock Price
Reuters,,Visa reaches agreement with Amazon over payment fees - Reuters,"Visa Inc <a href=""https://www.reuters.com/companies/V.N"" target=""_blank"">(V.N)</a> cards will be accepted at all Amazon.com Inc stores and sites as part of a global agreement, the payments giant said late on Wednesday.",https://www.reuters.com/technology/visa-reaches-agreement-with-amazon-over-payment-fees-2022-02-17/,2022-02-17 05:54:00+00:00,"Feb 17 (Reuters) - Visa Inc (V.N) cards will be accepted at all Amazon.com Inc stores and sites as part of a global agreement, the payments giant said late on Wednesday.
Amazon said last November th… [+1157 chars]",0,0.825,0.175,2022-02-14 05:00:00+00:00,219.4093877
Reuters,,Visa profit beats estimates on higher spending - Reuters,"Visa Inc <a href=""https://www.reuters.com/companies/V.N"" target=""_blank"">(V.N)</a> beat Wall Street estimates on Thursday as improving consumer sentiment and holiday shopping, along with an uptick in travel, drove spending volumes.",https://www.reuters.com/business/visa-profit-beats-expectations-covid-restrictions-ease-2022-01-27/,2022-01-27 21:48:00+00:00,"NEW YORK, Jan 27 (Reuters) - Visa Inc (V.N) beat Wall Street estimates on Thursday as improving consumer sentiment and holiday shopping, along with an uptick in travel, drove spending volumes.
The w… [+973 chars]",0,0.853,0.147,2022-01-24 05:00:00+00:00,198.3435515
Reuters,Reuters Staff,Visa profit beats expectations as COVID restrictions ease - Reuters,Visa Inc reported a rise in fiscal first quarter profit on Thursday as consumer spending surged during the holiday season and the continued roll-out of vaccines globally helped ease COVID-19 restrictions.,https://www.reuters.com/article/visa-results-idUSASA02YM6,2022-01-27 21:34:00+00:00,"By Reuters Staff
NEW YORK, Jan 27 (Reuters) - Visa Inc reported a rise in fiscal first quarter profit on Thursday as consumer spending surged during the holiday season and the continued roll-out of … [+399 chars]",0,0.851,0.149,2022-01-24 05:00:00+00:00,198.3435515
Zacks.com,Zacks Equity Research,"The Zacks Analyst Blog Highlights: Microsoft, Visa, Cisco, Berkshire Hathaway and Thermo Fisher Scientific","Microsoft, Visa, Cisco, Berkshire Hathaway and Thermo Fisher Scientific are included in this analyst blog.",http://www.zacks.com/stock/news/1857090/the-zacks-analyst-blog-highlights-microsoft-visa-cisco-berkshire-hathaway-and-thermo-fisher-scientific?cid=CS-ENTREPRENEUR-FT-press_releases-1857090,2022-01-25 18:24:00+00:00,"For Immediate Release
Chicago, IL January 25, 2022 Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and event… [+6449 chars]",0,1,0,2022-01-24 05:00:00+00:00,198.3435515
Zacks.com,Sheraz Mian,"Top Research Reports for Microsoft, Visa & Cisco","Today's Research Daily features new research reports on 16 major stocks, including Microsoft Corporation (MSFT), Visa Inc. (V), and Cisco Systems, Inc. (CSCO).",http://www.zacks.com/commentary/1856212/top-research-reports-for-microsoft-visa-cisco?cid=CS-ENTREPRENEUR-FT-research_daily-1856212,2022-01-24 17:43:00+00:00,"Monday, January 24, 2022
The Zacks Research Daily presents the best research output of our analyst team. Today's Research Daily features new research reports on 16 major stocks, including Microsoft … [+7594 chars]",0,0.881,0.119,2022-01-24 05:00:00+00:00,198.3435515
Reuters,,EXCLUSIVE Chime lines up Goldman Sachs for blockbuster IPO -sources - Reuters,"Digital banking provider Chime Financial Inc has asked Goldman Sachs Group Inc <a href=""https://www.reuters.com/companies/GS.N"" target=""_blank"">(GS.N)</a> to help it with preparations for an initial public offering in New York, according to people familiar wi…",https://www.reuters.com/business/exclusive-chime-lines-up-goldman-sachs-blockbuster-ipo-sources-2022-01-21/,2022-01-21 17:51:00+00:00,"Jan 21 (Reuters) - Digital banking provider Chime Financial Inc has asked Goldman Sachs Group Inc (GS.N) to help it with preparations for an initial public offering in New York, according to people f… [+2615 chars]",0,0.926,0.074,2022-01-17 05:00:00+00:00,211.7836072
Reuters,,A quarter of small businesses across nine countries plan to offer crypto payments -Visa survey - Reuters,"Almost a quarter of small businesses in nine countries around the world plan to accept digital currencies as a form of payment in 2022, while 13% of consumers in those countries expect retail stores to begin offering crypto payments this year and beyond, acco…",https://www.reuters.com/technology/quarter-small-businesses-across-nine-countries-plan-offer-crypto-payments-visa-2022-01-12/,2022-01-12 12:02:00+00:00,"Jan 12 (Reuters) - Almost a quarter of small businesses in nine countries around the world plan to accept digital currencies as a form of payment in 2022, while 13% of consumers in those countries ex… [+2130 chars]",0,0.929,0.071,2022-01-10 05:00:00+00:00,209.9196482
Zacks.com,Zacks Equity Research,"The Zacks Analyst Blog Highlights: Visa, United Parcel Service, TotalEnergies, GlaxoSmithKline and Micron","The Zacks Analyst Blog Highlights: Visa, United Parcel Service, TotalEnergies, GlaxoSmithKline and Micron",http://www.zacks.com/stock/news/1837715/the-zacks-analyst-blog-highlights-visa-united-parcel-service-totalenergies-glaxosmithkline-and-micron?cid=CS-ENTREPRENEUR-FT-press_releases-1837715,2021-12-10 09:49:00+00:00,"For Immediate Release
Chicago, IL December 10, 2021 Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and even… [+5441 chars]",0,1,0,2021-12-06 05:00:00+00:00,194.9982812
Zacks.com,Mark Vickery,"Top Stock Reports for Visa, UPS & TotalEnergies","Today's Research Daily features new research reports on 16 major stocks, including Visa Inc. (V), United Parcel Service, Inc. (UPS), and TotalEnergies SE (TTE).",http://www.zacks.com/commentary/1837490/top-stock-reports-for-visa-ups-totalenergies?cid=CS-ENTREPRENEUR-FT-research_daily-1837490,2021-12-09 18:14:00+00:00,"Thursday, December 9, 2021
The Zacks Research Daily presents the best research output of our analyst team. Today's Research Daily features new research reports on 16 major stocks, including Visa Inc… [+4157 chars]",0,0.884,0.116,2021-12-06 05:00:00+00:00,194.9982812
Zacks.com,Zacks Equity Research,Visa (V) Launches Service to Simplify Crypto-Related Decisions,Visa (V) introduces Crypto Advisory Practice to guide financial decision making of clients and partners inclined toward utilizing crypto products.,http://www.zacks.com/stock/news/1837600/visa-v-launches-service-to-simplify-crypto-related-decisions?cid=CS-ENTREPRENEUR-FT-analyst_blog|company_news_-_finance_sector-1837600,2021-12-09 17:55:00+00:00,Visa Inc. V recently unveiled Global Crypto Advisory Practice in a bid to assist clients and partners with financial decisions regarding crypto products. The new offering is part of Vs payments consu… [+5135 chars],0,1,0,2021-12-06 05:00:00+00:00,194.9982812
Reuters,,"Visa, Wynn Resorts, Apple, BioNTech, ReneSola - Reuters",U.S. stock index futures edged higher on Wednesday after Pfizer and BioNTech said a three-shot course of their COVID-19 vaccine was shown to have a neutralizing effect against the new Omicron coronavirus variant in a laboratory test.,https://www.reuters.com/markets/asia/visa-wynn-resorts-apple-biontech-renesola-2021-12-08/,2021-12-08 13:59:00+00:00,U.S. stock index futures edged higher on Wednesday after Pfizer and BioNTech said a three-shot course of their COVID-19 vaccine was shown to have a neutralizing effect against the new Omicron coronav… [+1928 chars],0,1,0,2021-12-06 05:00:00+00:00,194.9982812
Reuters,,"Visa launches crypto advisory service for financial institutions, merchants - Reuters","Visa Inc <a href=""https://www.reuters.com/companies/V.N"" target=""_blank"">(V.N)</a>, the world's largest payment processor, on Wednesday launched a global crypto advisory service for clients such as banks and also merchants, as the adoption of digital currenci…",https://www.reuters.com/markets/currencies/visa-launches-crypto-advisory-service-financial-institutions-merchants-2021-12-08/,2021-12-08 05:00:00+00:00,"Dec 8 (Reuters) - Visa Inc (V.N), the world's largest payment processor, on Wednesday launched a global crypto advisory service for clients such as banks and also merchants, as the adoption of digita… [+2082 chars]",0,0.954,0.046,2021-12-06 05:00:00+00:00,194.9982812
Reuters,,EXCLUSIVE Visa complains to U.S. govt about India backing for local rival RuPay - Reuters,"Visa Inc <a href=""https://www.reuters.com/companies/V.N"" target=""_blank"">(V.N)</a> has complained to the U.S. government that India's ""informal and formal"" promotion of domestic payments rival RuPay hurts the U.S. giant in a key market, memos seen by Reuters …",https://www.reuters.com/business/finance/exclusive-visa-complains-us-govt-about-india-backing-local-rival-rupay-2021-11-28/,2021-11-28 04:54:00+00:00,"NEW DELHI, Nov 28 (Reuters) - Visa Inc (V.N) has complained to the U.S. government that India's ""informal and formal"" promotion of domestic payments rival RuPay hurts the U.S. giant in a key market, … [+3478 chars]",0.153,0.847,0,2021-11-22 05:00:00+00:00,196.2049503
Reuters,,Analysis: Visa's Amazon spat shows power is shifting to retailers in fee battle - Reuters,"Amazon.com Inc <a href=""https://www.reuters.com/companies/AMZN.O"" target=""_blank"">(AMZN.O)</a>'s latest spat with Visa <a href=""https://www.reuters.com/companies/V.N"" target=""_blank"">(V.N)</a> shows big retailers, armed with a growing array of payment options…",https://www.reuters.com/markets/deals/visas-amazon-spat-shows-power-is-shifting-retailers-fee-battle-2021-11-22/,2021-11-22 13:48:00+00:00,"NEW YORK, Nov 22 (Reuters) - Amazon.com Inc (AMZN.O)'s latest spat with Visa (V.N) shows big retailers, armed with a growing array of payment options, are gaining the upper hand in their power strugg… [+3990 chars]",0,0.801,0.199,2021-11-22 05:00:00+00:00,196.2049503
Zacks.com,Zacks Equity Research,"The Zacks Analyst Blog Highlights: Visa, Broadcom, Morgan Stanley, Sanofi and MercadoLibre","The Zacks Analyst Blog Highlights: Visa, Broadcom, Morgan Stanley, Sanofi and MercadoLibre",http://www.zacks.com/stock/news/1829672/the-zacks-analyst-blog-highlights-visa-broadcom-morgan-stanley-sanofi-and-mercadolibre?cid=CS-ENTREPRENEUR-FT-press_releases-1829672,2021-11-19 11:34:00+00:00,"For Immediate Release
Chicago, IL November 19, 2021 Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and even… [+5494 chars]",0,1,0,2021-11-15 05:00:00+00:00,209.5664676
Zacks.com,Mark Vickery,"Top Analyst Reports for Visa, Broadcom & Morgan Stanley","Today's Research Daily features new research reports on 16 major stocks, including Visa Inc. (V), Broadcom Inc. (AVGO), and Morgan Stanley (MS).",http://www.zacks.com/commentary/1829481/top-analyst-reports-for-visa-broadcom-morgan-stanley?cid=CS-ENTREPRENEUR-FT-research_daily-1829481,2021-11-18 19:57:00+00:00,"Thursday, November 18, 2021
The Zacks Research Daily presents the best research output of our analyst team. Today's Research Daily features new research reports on 16 major stocks, including Visa In… [+4360 chars]",0,0.884,0.116,2021-11-15 05:00:00+00:00,209.5664676
Reuters,,Justice Department probes Visa's relationships with fintech companies - WSJ - Reuters,"The U.S. Justice Department is probing Visa Inc's <a href=""https://www.reuters.com/companies/V.N"" target=""_blank"">(V.N)</a> relationships with large fintech companies as part of its antitrust investigation of the card giant, the Wall Street Journal <a href=""h…",https://www.reuters.com/business/finance/justice-department-probes-visas-relationships-with-fintech-companies-wsj-2021-10-27/,2021-10-27 18:35:00+00:00,"Credit card is seen in front of displayed Visa logo in this illustration taken, July 15, 2021. REUTERS/Dado Ruvic/IllustrationOct 27 (Reuters) - The U.S. Justice Department is probing Visa Inc's (V.N… [+1016 chars]",0,0.833,0.167,2021-10-25 04:00:00+00:00,228.6177699
Reuters,,"Visa profit rises on increased travel, online spending - Reuters","Visa Inc <a href=""https://www.reuters.com/companies/V.N"" target=""_blank"">(V.N)</a> reported a rise in quarterly profit on Tuesday, as the world's largest payment processor benefited from a pickup in travel with economies reopening worldwide and more people sh…",https://www.reuters.com/business/visa-profit-rises-increased-travel-online-spending-2021-10-26/,2021-10-26 20:27:00+00:00,"A Visa credit card is seen on a computer keyboard in this picture illustration taken September 6, 2017. REUTERS/Philippe Wojazer/IllustrationOct 26 (Reuters) - Visa Inc (V.N) reported a rise in quart… [+883 chars]",0,0.915,0.085,2021-10-25 04:00:00+00:00,228.6177699
Reuters,,"Three U.S. banks agree to $66 million ATM antitrust deal, class counsel says - Reuters","Three U.S. banks have agreed to pay $66.7 million to settle consumer antitrust claims alleging a conspiracy to fix ATM charges, say plaintiffs' lawyers seeking preliminary approval of the deal.",https://www.reuters.com/legal/transactional/three-us-banks-agree-66-million-atm-antitrust-deal-class-counsel-says-2021-10-26/,2021-10-26 19:10:00+00:00,"<ul><li>
Summary</li><li>
Law firms</li><li>
Related documents</li></ul>
The company and law firm names shown above are generated automatically based on the text of the article. We are improving … [+2547 chars]",0,0.909,0.091,2021-10-25 04:00:00+00:00,228.6177699
Zacks.com,Mark Vickery,"Top Stock Reports for Visa, Comcast & McDonald's","Today's Research Daily features new research reports on 12 major stocks, including Visa Inc. (V), Comcast Corporation (CMCSA), and McDonald's Corporation (MCD).",http://www.zacks.com/commentary/1809439/top-stock-reports-for-visa-comcast-mcdonald-s?cid=CS-ENTREPRENEUR-FT-research_daily-1809439,2021-10-14 17:15:00+00:00,"Thursday, October 14, 2021
The Zacks Research Daily presents the best research output of our analyst team. Today's Research Daily features new research reports on 12 major stocks, including Visa Inc… [+4054 chars]",0,0.884,0.116,2021-10-11 04:00:00+00:00,225.2489537
Zacks.com,Zacks Equity Research,Visa (V) Expands Into BNPL Market Via Partnerships in Australia,Visa (V) ties up with ANZ and Quest to expand its reach in the BNPL market of Australia.,http://www.zacks.com/stock/news/1808547/visa-v-expands-into-bnpl-market-via-partnerships-in-australia?cid=CS-ENTREPRENEUR-FT-analyst_blog|company_news_-_finance_sector-1808547,2021-10-08 18:18:00+00:00,"Visa Inc.V has announced the extension of its Visa Installments in Australia. This will be possible through its partnership with ANZ, one of the countrys largest financial institutions, and the merch… [+4676 chars]",0,1,0,2021-10-04 04:00:00+00:00,225.2391399
Zacks.com,Kaustav Ghosh,5 Stocks to Watch Amid Surging Demand for Digital Payments,"Watch out for stocks like Apple (AAPL), Usio (USIO), EVERTEC (EVTC), Visa (V) and Alphabet (GOOGL) amid continued demand for digital payment as a safe...",http://www.zacks.com/stock/news/1799916/5-stocks-to-watch-amid-surging-demand-for-digital-payments?cid=CS-ENTREPRENEUR-FT-analyst_blog|investment_ideas-1799916,2021-09-23 10:40:00+00:00,"As the pandemic halted in-store shopping, people resorted to shopping online and preferred digital or contactless payments as a safer method for transacting. Safety has become a priority among consum… [+6122 chars]",0,0.833,0.167,2021-09-20 04:00:00+00:00,212.4690901
Zacks.com,Sheraz Mian,"Top Stock Reports for Visa, salesforce & Morgan Stanley","Today's Research Daily features new research reports on 16 major stocks, including Visa Inc. (V), salesforce.com, inc. (CRM), and Morgan Stanley (MS).",http://www.zacks.com/commentary/1796321/top-stock-reports-for-visa-salesforce-morgan-stanley?cid=CS-ENTREPRENEUR-FT-research_daily-1796321,2021-09-14 18:17:00+00:00,"Tuesday, September 14, 2021
The Zacks Research Daily presents the best research output of our analyst team. Today's Research Daily features new research reports on 16 major stocks, including Visa In… [+4220 chars]",0,0.884,0.116,2021-09-13 04:00:00+00:00,220.8616983
Zacks.com,Zacks Equity Research,Visa (V) Penetrates NFT Commerce Via CryptoPunk Purchase,Visa (V) forays into the NFT market with its first CryptoPunk acquisition.,http://www.zacks.com/stock/news/1786767/visa-v-penetrates-nft-commerce-via-cryptopunk-purchase?cid=CS-ENTREPRENEUR-FT-analyst_blog|company_news_-_finance_sector-1786767,2021-08-25 19:16:00+00:00,"August
25, 2021
5 min read
This story originally appeared on ZacksIn an act of showing support and being the first mover in the burgeoning non-fungible token (NFT) market, Visa Inc. V bought a Cry… [+5507 chars]",0,0.924,0.076,2021-08-23 04:00:00+00:00,227.883277
